date	Tree	Grass	"weed, garden"	ragweed	Weeds	cattail_sedge	grass_harm	weed_harm	unknown	Spore
7/18/2005	0.207433016	6.015557476			7.052722558	4.252376837	1.76318064	11.30509939	0.518582541	High
7/19/2005	0	8.944543828			12.16457961	7.6	1.344543828	19.76457961	1.073345259	Moderate
7/20/2005	0.627943485	4.081632653			10.67503925	1.9	2.181632653	12.57503925	0.941915228	High
7/21/2005	1.741654572	4.644412192			74.60087083	1.741654572	2.90275762	76.3425254	0.870827286	Moderate
7/22/2005	7.12945591	4.502814259			46.52908068	0.375234522	4.127579737	46.9043152	1.876172608	Moderate
7/23/2005	3.564727955	2.712945591	0	0	30.49530957	0.187617261	2.52532833	30.68292683	0.938086304	#VALUE!
7/24/2005	3.564727955	2.712945591	0	0	30.49530957	0.187617261	2.52532833	30.68292683	0.938086304	#VALUE!
7/25/2005	3.564727955	2.712945591	0	0	30.49530957	0.187617261	2.52532833	30.68292683	0.938086304	#VALUE!
7/26/2005	0	0.923076923			14.46153846	0	0.923076923	14.46153846	0	Low
7/27/2005	0	2.097902098			18.53146853	0.34965035	1.748251748	18.88111888	1.398601399	Moderate
7/28/2005	0	2.675585284			40.46822742	1.672240803	1.003344482	42.14046823	2.006688963	Moderate
7/29/2005	0	4.534412955			49.55465587	1.619433198	2.914979757	51.17408907	0.971659919	Moderate
7/30/2005	0	3.06664556	0	0	56.51505949	0.809716599	2.256928961	57.32477609	0.725661684	#VALUE!
7/31/2005	0	3.06664556	0	0	56.51505949	0.809716599	2.256928961	57.32477609	0.725661684	#VALUE!
8/1/2005	0	1.598878164			63.47546312		1.598878164	63.47546312	0.479663449	High
8/2/2005	0	0.327332242			118.8216039		0.327332242	118.8216039	1.636661211	High
8/3/2005	0	2.51177394			95.44740973		2.51177394	95.44740973	0.313971743	High
8/4/2005	0.34965035	1.398601399			136.3636364		1.398601399	136.3636364	0.699300699	High
8/5/2005	0.320512821	2.564102564			82.69230769	0.6	1.964102564	83.29230769	6.08974359	High
8/6/2005	0.16025641	1.282051282	0	0	83.31072987	0.3	0.982051282	83.61072987	4.715103676	#VALUE!
8/7/2005	0.16025641	1.282051282	0	0	83.31072987	0.3	0.982051282	83.61072987	4.715103676	#VALUE!
8/8/2005	0	0			83.92915205		0	83.92915205	3.340463763	High
8/9/2005	0	1.715756363			134.8584501		1.715756363	134.8584501	5.147269088	Low
8/10/2005	0	0.294912755			51.60973212		0.294912755	51.60973212	1.17965102	Moderate
8/11/2005	0.350979819	2.807838549			89.49985376	1.4	1.407838549	90.89985376	1.754899093	Moderate
8/12/2005	0.284900285	2.279202279			35.8974359	1.4	0.879202279	37.2974359	0.284900285	Moderate
8/13/2005	0.142450142	1.657103367	0	0	56.33013311	0.7	0.957103367	57.03013311	0.487451627	#VALUE!
8/14/2005	0.142450142	1.657103367	0	0	56.33013311	0.7	0.957103367	57.03013311	0.487451627	#VALUE!
8/15/2005	0	1.035004454			76.76283033		1.035004454	76.76283033	0.690002969	High
8/16/2005	0	0.668896321			123.0769231		0.668896321	123.0769231	2.006688963	High
8/17/2005	0	0			134.5654346		0	134.5654346	2.697302697	Moderate
8/18/2005	0.322754169	0.968262507			142.3345885		0.968262507	142.3345885	2.582033351	Moderate
8/19/2005	0	0			35.3		0	35.3	1.5	Low
8/20/2005	0.180357759	0.541073276	0	0	94.84312078	0	0.541073276	94.84312078	2.192862071	#VALUE!
8/21/2005	0.180357759	0.541073276	0	0	94.84312078	0	0.541073276	94.84312078	2.192862071	#VALUE!
8/22/2005	0.360715518	1.082146553			154.3862416		1.082146553	154.3862416	2.885724141	Moderate
8/23/2005	0.318302387	1.591511936			87.5331565		1.591511936	87.5331565	0.954907162	Moderate
8/24/2005	0	1.282051282			166.6666667		1.282051282	166.6666667	2.564102564	Moderate
8/25/2005	0	0.715427131			311.9262289		0.715427131	311.9262289	2.861708522	High
8/26/2005	0	0			45.51282051		0	45.51282051	0.961538462	Low
8/27/2005	0.191015986	1.146095915	0	0	103.7471883	0.191015986	0.955079929	103.9382042	0.671785217	#VALUE!
8/28/2005	0.191015986	1.146095915	0	0	103.7471883	0.191015986	0.955079929	103.9382042	0.671785217	#VALUE!
8/29/2005	0.382031972	2.29219183			161.981556	0.382031972	1.910159858	162.363588	0.382031972	High
8/30/2005	0.320512821	2.564102564			86.53846154	0	2.564102564	86.53846154	0	Low
8/31/2005	0	2.537668517			127.2006344	0.317208565	2.220459952	127.517843	0.951625694	Low
9/1/2005	0	6.344171293			198.5725615	0	6.344171293	198.5725615	0.317208565	Moderate
9/2/2005		4.4			122.3	0.732600733	3.667399267	123.0326007	3.7	High
9/3/2005	0	2.667035701	0	0	98.79307754	0.366300366	2.300735335	99.1593779	2.223628561	#VALUE!
9/4/2005	0	2.667035701	0	0	98.79307754	0.366300366	2.300735335	99.1593779	2.223628561	#VALUE!
9/5/2005	0	2.667035701	0	0	98.79307754	0.366300366	2.300735335	99.1593779	2.223628561	#VALUE!
9/6/2005	0	0.934071403			75.28615507		0.934071403	75.28615507	0.747257122	Moderate
9/7/2005	0	2.977667494			88.33746898		2.977667494	88.33746898	0.330851944	Moderate
9/8/2005	0	0.304645849			26.50418888		0.304645849	26.50418888	0.913937548	Low
9/9/2005	0.668896321	1.003344482			55.18394649		1.003344482	55.18394649	1.003344482	Low
9/10/2005	0.635478325	2.006823064	0	0	88.24955143	0	2.006823064	88.24955143	1.254247653	#VALUE!
9/11/2005	0.635478325	2.006823064	0	0	88.24955143	0	2.006823064	88.24955143	1.254247653	#VALUE!
9/12/2005	0.602060329	3.010301647			121.3151564		3.010301647	121.3151564	1.505150824	High
9/13/2005	0	1.5			8		1.5	8	0.6	Low
9/14/2005	0	5.337519623			10.67503925		5.337519623	10.67503925	0.313971743	Moderate
9/15/2005	0	0			18.00327332		0	18.00327332	0.981996727	Low
9/16/2005	0	0.327332242			18.33060556		0.327332242	18.33060556	0.654664484	Moderate
9/17/2005	0.1	0.463666121	0	0	11.96530278	0	0.463666121	11.96530278	0.577332242	#VALUE!
9/18/2005	0.1	0.463666121	0	0	11.96530278	0	0.463666121	11.96530278	0.577332242	#VALUE!
9/19/2005	0.2	0.6			5.6		0.6	5.6	0.5	Moderate
9/20/2005	0	1			19.6		1	19.6	0.6	Moderate
9/21/2005	0	1.45137881			42.08998549		1.45137881	42.08998549	1.741654572	High
9/22/2005	0	1.337792642			10.36789298		1.337792642	10.36789298	1.337792642	Low
9/23/2005	0	0			2.854877082		0	2.854877082	0.634417129	Low
9/24/2005	0	0.574529205	0	0	4.236247989	0	0.574529205	4.236247989	0.572554878	#VALUE!
9/25/2005	0	0.574529205	0	0	4.236247989	0	0.574529205	4.236247989	0.572554878	#VALUE!
9/26/2005	0	1.14905841			5.617618896		1.14905841	5.617618896	0.510692627	Moderate
9/27/2005	0.327332242	8.183306056			5.89198036		8.183306056	5.89198036	0.981996727	Moderate
9/28/2005	0	1.569858713			3.767660911		1.569858713	3.767660911	0.313971743	High
9/29/2005	0.327332242	0.654664484			2.618657938		0.654664484	2.618657938	0	Moderate
9/30/2005	0	0			6.730769231		0	6.730769231	0.320512821	Moderate
10/1/2005	0.1	0.05	0	0	8.107595809	0	0.05	8.107595809	0.380824373	#VALUE!
10/2/2005	0.1	0.05	0	0	8.107595809	0	0.05	8.107595809	0.380824373	#VALUE!
10/3/2005	0.2	0.1			9.484422388		0.1	9.484422388	0.441135925	High
10/4/2005	0	0.3			30.76923077		0.3	30.76923077	0.896191187	Moderate
10/5/2005	0	0			0.60331825		0	0.60331825	0	Low
10/6/2005	0	0			0		0	0	0	Low
10/7/2005	0	0			0		0	0	0	Low
10/8/2005	0	0	0	0	0.866738895	0	0	0.866738895	0.108342362	#VALUE!
10/9/2005	0	0	0	0	0.866738895	0	0	0.866738895	0.108342362	#VALUE!
10/10/2005	0	0			1.73347779		0	1.73347779	0.216684724	Low
10/11/2005	0	0			0.310800311		0	0.310800311	0.310800311	Low
10/12/2005	0	0.3			1.243201243		0.3	1.243201243	0	Moderate
10/13/2005	0	0			0.654664484		0	0.654664484	0	Low
10/14/2005	0.373931624	0.320512821	0	0	0.861520276	0	0.320512821	0.861520276	0.106837607	#VALUE!
10/15/2005	0.373931624	0.320512821	0	0	0.861520276	0	0.320512821	0.861520276	0.106837607	#VALUE!
10/16/2005	0.373931624	0.320512821	0	0	0.861520276	0	0.320512821	0.861520276	0.106837607	#VALUE!
10/17/2005	0.747863248	0.641025641			1.068376068		0.641025641	1.068376068	0.213675214	Moderate
10/18/2005	0	0.21978022			0.43956044		0.21978022	0.43956044	0	Moderate
10/19/2005	0	3.756708408			2.146690519		3.756708408	2.146690519	1.073345259	High
10/20/2005	0	0.311850312			0.623700624		0.311850312	0.623700624	0	Low
10/21/2005	0	0			0		0	0	0	0
10/22/2005	0.051975052	0.103950104	0	0	0.155925156	0	0.103950104	0.155925156	0.103950104	#VALUE!
10/23/2005	0.051975052	0.103950104	0	0	0.155925156	0	0.103950104	0.155925156	0.103950104	#VALUE!
10/24/2005	0.103950104	0.207900208			0.311850312		0.207900208	0.311850312	0.207900208	Low
10/25/2005	0	0			0		0	0	0	Low
10/26/2005	0	0			0.591715976		0	0.591715976	0	Moderate
10/27/2005	0	0			1.963993453		0	1.963993453	0	Low
10/28/2005	0	0			0.715563506		0	0.715563506	0	Moderate
										
										
4/3/2006	0	0			0		0	0	0	low
4/4/2006	0	0			0		0	0	0	0
4/5/2006	0	0			0		0	0	0	0
4/6/2006	82.27424749	0			0		0	0	7.023411371	0
4/7/2006	0	0			0		0	0	0	0
4/8/2006	0	0			0		0	0	0	0
4/9/2006	0	0			0		0	0	0	0
4/10/2006	0	0			0		0	0	0	0
4/11/2006	0	0			0		0	0	0	0
4/12/2006	0	0			0		0	0	0	0
4/13/2006	0	0			0		0	0	0	0
4/14/2006	0	0			0		0	0	0	0
4/15/2006	0	0			0		0	0	0	0
4/16/2006	0	0			0		0	0	0	0
4/17/2006	936.8869386	0			0		0	0	47.2379969	Low
4/18/2006	1528.258547	0			0		0	0	9.775641026	Low
4/19/2006	677.2564103	0			1.564102564		0	1.564102564	31.28205128	Low
4/20/2006	390.7064364	1.392892821			0		1.392892821	0	13.2324818	Low
4/21/2006	117.9487179	0			0		0	0	5.128205128	Low
4/22/2006	101.1282051	0	0	0	0	0	0	0	3.846153846	#VALUE!
4/23/2006	101.1282051	0	0	0	0	0	0	0	3.846153846	#VALUE!
4/24/2006	84.30769231	0			0	0	0	0	2.564102564	Low
4/25/2006	186.7346939	0.736626011			0	0.736626011	0	0.736626011	8.839512136	Low
4/26/2006	137.7289377	0			0	0	0	0	1.831501832	Low
4/27/2006	166.9871795	0.320512821			0	0.320512821	0	0.320512821	5.128205128	High
4/28/2006	144.3786982	0			0	0	0	0	2.761341223	High
4/29/2006	105.3851754	0	0	0	0	0	0	0	3.030755542	#VALUE!
4/30/2006	105.3851754	0	0	0	0	0	0	0	3.030755542	#VALUE!
5/1/2006	66.39165251	0			0		0	0	3.300169862	High
5/2/2006	495.4040784	0			0		0	0	0	High
5/3/2006	1280.164958	0			0		0	0	11.18047998	Low
5/4/2006	372.6855003	1.038121171			0		1.038121171	0	0	Moderate
5/5/2006	145.3930685	1.014370245			0	0.7	0.314370245	0.7	3.38123415	Low
5/6/2006	218.7876559	0.507185123	0	0	0.347836004	0.35	0.157185123	0.697836004	5.168977114	#VALUE!
5/7/2006	218.7876559	0.507185123	0	0	0.347836004	0.35	0.157185123	0.697836004	5.168977114	#VALUE!
5/8/2006	292.1822433	0			0.695672008		0	0.695672008	6.956720078	Low
5/9/2006	91.13553114	0			0		0	0	0	Low
5/10/2006	1135.274444	0			0		0	0	4.800314775	Moderate
5/11/2006	180.4144427	0			0		0	0	1.149136578	Moderate
5/12/2006	40.80267559	0			0		0	0	19.39799331	Low
5/13/2006	29.25788778	0	0	0	0	0	0	0	12.36108105	#VALUE!
5/14/2006	29.25788778	0	0	0	0	0	0	0	12.36108105	#VALUE!
5/15/2006	17.71309998	0			0		0	0	5.324168781	Moderate
5/16/2006	3.798670465	0			0		0	0	0	Moderate
5/17/2006	485.0772117	0			0		0	0	15.84644249	Low
5/18/2006	358.1607072	0			0.804855522		0	0.804855522	5.633988653	Moderate
5/19/2006	210.2564103	0			0		0	0	4.487179487	Moderate
5/20/2006	128.1792282	0.155400155	0	0	0.103600104	0.103600104	0.051800052	0.207200207	2.606190106	#VALUE!
5/21/2006	128.1792282	0.155400155	0	0	0.103600104	0.103600104	0.051800052	0.207200207	2.606190106	#VALUE!
5/22/2006	46.1020461	0.310800311			0.207200207	0.207200207	0.103600104	0.414400414	0.725200725	High
5/23/2006	76.57342657	1.398601399			0.34965035	0.34965035	1.048951049	0.699300699	1.748251748	High
5/24/2006	249.2697176	3.505355404			1.168451801	0.389483934	3.11587147	1.557935735	14.02142162	High
5/25/2006	72.00634417	3.489294211			0.317208565		3.489294211	0.317208565	9.199048374	Moderate
5/26/2006	9.294871795	1.282051282			0		1.282051282	0	0.961538462	Low
5/27/2006	10.41666667	2.936311001	0	0	0	0.093052109	2.843258892	0.093052109	1.318238213	#VALUE!
5/28/2006	10.41666667	2.936311001	0	0	0	0.093052109	2.843258892	0.093052109	1.318238213	#VALUE!
5/29/2006	10.41666667	2.936311001	0	0	0	0.093052109	2.843258892	0.093052109	1.318238213	#VALUE!
5/30/2006	11.53846154	4.59057072			0	0.186104218	4.404466501	0.186104218	1.674937965	High
5/31/2006	48.07692308	7.307692308			2.692307692	0	7.307692308	2.692307692	5	Moderate
6/1/2006	15.06410256	32.69230769			4.166666667	0.3	32.39230769	4.466666667	11.85897436	Moderate
6/2/2006	50.32051282	55.76923077			8.333333333	1.6	54.16923077	9.933333333	18.58974359	Moderate
6/3/2006	36.69871795	46.26068376	0	0	7.799145299	0.8	45.46068376	8.599145299	12.71367521	#VALUE!
6/4/2006	36.69871795	46.26068376	0	0	7.799145299	0.8	45.46068376	8.599145299	12.71367521	#VALUE!
6/5/2006	23.07692308	36.75213675			7.264957265		36.75213675	7.264957265	6.837606838	High
6/6/2006	14.58635704	39.27592324	0	0	5.664408966	2.6	36.67592324	8.264408966	5.595871634	#VALUE!
6/7/2006	14.58635704	39.27592324	0	0	5.664408966	2.6	36.67592324	8.264408966	5.595871634	#VALUE!
6/8/2006	6.095791001	41.79970972			4.063860668	5.2	36.59970972	9.263860668	4.35413643	0
6/9/2006	8.228980322	19.67799642			6.082289803	3.6	16.07799642	9.682289803	3.577817531	Low
6/10/2006	4.630752422	16.03414535	0	0	3.454154711	2.058131131	13.97601422	5.512285841	2.201918575	#VALUE!
6/11/2006	4.630752422	16.03414535	0	0	3.454154711	2.058131131	13.97601422	5.512285841	2.201918575	#VALUE!
6/12/2006	1.032524522	12.39029427			0.826019618	0.516262261	11.87403201	1.342281879	0.826019618	Low
6/13/2006	1.398601399	35.31468531			4.895104895	1.398601399	33.91608392	6.293706294	0	Moderate
6/14/2006	4.230769231	38.84615385			1.923076923	19.61538462	19.23076923	21.53846154	2.692307692	Low
6/15/2006	1.282051282	22.86324786			0	11.32478632	11.53846154	11.32478632	2.777777778	Moderate
6/16/2006	11.85897436	62.82051282			16.98717949	24.35897436	38.46153846	41.34615385	10.57692308	Moderate
6/17/2006	5.929487179	35.71584843	0	0	8.598604183	15.74997812	19.96587031	24.34858231	5.656012077	#VALUE!
6/18/2006	5.929487179	35.71584843	0	0	8.598604183	15.74997812	19.96587031	24.34858231	5.656012077	#VALUE!
6/19/2006	0	8.611184038			0.210028879	7.140981885	1.470202153	7.351010764	0.735101076	High
6/20/2006	0.971659919	41.45748988			1.619433198	23.31983806	18.13765182	24.93927125	5.506072874	Moderate
6/21/2006	5.016722408	30.76923077			7.357859532	17.39130435	13.37792642	24.74916388	4.682274247	Moderate
6/22/2006	4.166666667	164.7435897			22.11538462	149.3	15.44358974	171.4153846	2.884615385	High
6/23/2006	3.846153846	55.44871795			11.85897436	43.26923077	12.17948718	55.12820513	5.128205128	Moderate
6/24/2006	2.126846663	40.4090253	0	0	8.120011887	30.14200204	10.26702326	38.26201392	2.564102564	#VALUE!
6/25/2006	2.126846663	40.4090253	0	0	8.120011887	30.14200204	10.26702326	38.26201392	2.564102564	#VALUE!
6/26/2006	0.40753948	25.36933265			4.381049414	17.01477331	8.354559348	21.39582272	0	Moderate
6/27/2006	0	17.21611722			1.465201465	14.65201465	2.564102564	16.11721612	1.098901099	Moderate
6/28/2006	1.602564103	17.62820513			16.98717949	11.85897436	5.769230769	28.84615385	2.243589744	Low
6/29/2006	0.668896321	21.73913043			20.40133779	15.05016722	6.688963211	35.45150502	4.682274247	Low
6/30/2006	0.615384615	28.30769231			21.84615385	18.46153846	9.846153846	40.30769231	2.153846154	Low
7/1/2006										
7/2/2006										
7/3/2006										
7/4/2006										
7/5/2006										
7/6/2006	0.627943485	12.5588697			12.24489796	8.163265306	4.395604396	20.40816327	7.221350079	Low
7/7/2006	0.961538462	35.57692308			14.1025641	24.35897436	11.21794872	38.46153846	4.807692308	Low
7/8/2006	0.703929077	43.30307058	0	0	16.72154204	33.00773946	10.29533112	49.7292815	4.263511536	#VALUE!
7/9/2006	0.703929077	43.30307058	0	0	16.72154204	33.00773946	10.29533112	49.7292815	4.263511536	#VALUE!
7/10/2006	0.446319692	51.02921809			19.34051997	41.65650456	9.372713526	60.99702454	3.719330764	Low
7/11/2006	0.327332242	34.36988543			18.00327332	22.91325696	11.45662848	40.91653028	0	Low
7/12/2006	0.366300366	2.93040293			15.38461538	1.098901099	1.831501832	16.48351648	5.860805861	Low
7/13/2006	0.320512821	5.128205128			15.06410256	1.602564103	3.525641026	16.66666667	4.166666667	Moderate
7/14/2006	0.320512821	2.884615385			6.41025641	1.602564103	1.282051282	8.012820513	0.961538462	Moderate
7/15/2006	0.211538462	2.092307692	0	0	6.655128205	0.955128205	1.137179487	7.61025641	0.480769231	#VALUE!
7/16/2006	0.211538462	2.092307692	0	0	6.655128205	0.955128205	1.137179487	7.61025641	0.480769231	#VALUE!
7/17/2006	0.102564103	1.3			6.9	0.307692308	0.992307692	7.207692308	0	Moderate
7/18/2006	0.3	2.8			11.7	1.8	1	13.5	1.125703565	Moderate
7/19/2006	0	3.3			8.9	2.3	1	11.2	0.641025641	Moderate
7/20/2006	0	4.3			40.6	2	2.3	42.6	0.961538462	High
7/21/2006	0	1			18.7	1	0	19.7	0	High
7/22/2006	0.051282051	0.807692308	0	0	12.32435897	0.653846154	0.153846154	12.97820513	0	#VALUE!
7/23/2006	0.051282051	0.807692308	0	0	12.32435897	0.653846154	0.153846154	12.97820513	0	#VALUE!
7/24/2006	0.102564103	0.615384615			5.948717949	0.307692308	0.307692308	6.256410256	0	Moderate
7/25/2006	0.375234522	2.626641651			8.255159475	0.750469043	1.876172608	9.005628518	1.125703565	Moderate
7/26/2006	0	0.641025641			0.641025641	0.320512821	0.320512821	0.961538462	0.641025641	Moderate
7/27/2006	0	3.205128205			38.78205128	1.923076923	1.282051282	40.70512821	0.961538462	High
7/28/2006	0	1.602564103			41.66666667	0.641025641	0.961538462	42.30769231	0.961538462	High
7/29/2006	0	1.86965812	0	0	26.86965812	0.470512821	1.399145299	27.34017094	0.480769231	#VALUE!
7/30/2006	0	1.86965812	0	0	26.86965812	0.470512821	1.399145299	27.34017094	0.480769231	#VALUE!
7/31/2006	0	2.136752137			12.07264957	0.3	1.836752137	12.37264957	0	High
8/1/2006	0	0.320512821			5.769230769		0.320512821	5.769230769	0.641025641	Low
8/2/2006	0	0.320512821			2.884615385		0.320512821	2.884615385	0	Low
8/3/2006	0	0.641025641			6.730769231		0.641025641	6.730769231	1.602564103	Moderate
8/4/2006	0	1.923076923			18.26923077		1.923076923	18.26923077	1.282051282	Moderate
8/5/2006	0	1.172286617	0	0	12.45389884	0.05	1.122286617	12.50389884	0.746399719	#VALUE!
8/6/2006	0	1.172286617	0	0	12.45389884	0.05	1.122286617	12.50389884	0.746399719	#VALUE!
8/7/2006	0	0.421496312			6.638566913	0.1	0.321496312	6.738566913	0.210748156	Moderate
8/8/2006	0	1.003344482			28.76254181	0.3	0.703344482	29.06254181	1.672240803	Moderate
8/9/2006	0	0.961538462			25.64102564		0.961538462	25.64102564	3.846153846	Moderate
8/10/2006	0	0.265251989			11.67108753		0.265251989	11.67108753	0.795755968	High
8/11/2006	0	0.4048583			21.45748988		0.4048583	21.45748988	19.02834008	Moderate
8/12/2006	0	0.304993252	0	0	15.95951417	0	0.304993252	15.95951417	9.873144399	#VALUE!
8/13/2006	0	0.304993252	0	0	15.95951417	0	0.304993252	15.95951417	9.873144399	#VALUE!
8/14/2006	0	0.205128205			10.46153846		0.205128205	10.46153846	0.717948718	High
8/15/2006	0	0.627943485			21.03610675		0.627943485	21.03610675	3.453689168	Moderate
8/16/2006	0	0			30.01876173		0	30.01876173	1.125703565	Moderate
8/17/2006	0	0.284900285			9.401709402		0.284900285	9.401709402	0.56980057	Moderate
8/18/2006	0	2.564102564			83.88278388	0.4	2.164102564	84.28278388	4.761904762	Moderate
8/19/2006	0	2.648538737	0	0	89.45310961	0.2	2.448538737	89.65310961	2.69629564	#VALUE!
8/20/2006	0	2.648538737	0	0	89.45310961	0.2	2.448538737	89.65310961	2.69629564	#VALUE!
8/21/2006	0	2.73297491			95.02343535		2.73297491	95.02343535	0.630686518	Moderate
8/22/2006	0	0.839160839			79.16083916		0.839160839	79.16083916	0.559440559	Moderate
8/23/2006	0	0.375234522			46.9043152		0.375234522	46.9043152	1.125703565	High
8/24/2006	0	0			6.713286713		0	6.713286713	0	Moderate
8/25/2006	0	0			4.127579737		0	4.127579737	0	Moderate
8/26/2006	0.106837607	1.175213675	0	0	28.71977277	0.05	1.125213675	28.76977277	0.267094017	#VALUE!
8/27/2006	0.106837607	1.175213675	0	0	28.71977277	0.05	1.125213675	28.76977277	0.267094017	#VALUE!
8/28/2006	0.213675214	2.35042735			53.31196581	0.1	2.25042735	53.41196581	0.534188034	High
8/29/2006	0	0			12.02797203	0	0	12.02797203	0	Moderate
8/30/2006	0	4.127579737			109.9437148	0.4	3.727579737	110.3437148	3.001876173	Moderate
8/31/2006	0	2.237762238			85.31468531		2.237762238	85.31468531	5.034965035	Moderate
9/1/2006	0	3.001876173			137.7110694	0.4	2.601876173	138.1110694	3.752345216	High
9/2/2006	0	2.379133467	0	0	91.13974249	0.2	2.179133467	91.33974249	1.876172608	#VALUE!
9/3/2006	0	2.379133467	0	0	91.13974249	0.2	2.179133467	91.33974249	1.876172608	#VALUE!
9/4/2006	0	2.379133467	0	0	91.13974249	0.2	2.179133467	91.33974249	1.876172608	#VALUE!
9/5/2006	0	1.756390761			44.56841556		1.756390761	44.56841556	0	High
9/6/2006	0	0.452488688			18.5520362		0.452488688	18.5520362	0	Moderate
9/7/2006	0	0			17.62237762		0	17.62237762	1.118881119	Moderate
9/8/2006	0	3.752345216			59.66228893		3.752345216	59.66228893	1.500938086	High
9/9/2006	0	2.143266625	0	0	38.69866583	0	2.143266625	38.69866583	1.658588701	#VALUE!
9/10/2006	0	2.143266625	0	0	38.69866583	0	2.143266625	38.69866583	1.658588701	#VALUE!
9/11/2006	0	0.534188034			17.73504274		0.534188034	17.73504274	1.816239316	Moderate
9/12/2006	0	0			15.70512821		0	15.70512821	0	Moderate
9/13/2006	0	0			12.82051282		0	12.82051282	1.282051282	Moderate
9/14/2006	0	0.284900285			13.39031339		0.284900285	13.39031339	0	Moderate
9/15/2006	0	0			15.38461538		0	15.38461538	1.831501832	Low
9/16/2006	0	0.801282051	0	0	21.95512821	0	0.801282051	21.95512821	1.129426129	#VALUE!
9/17/2006	0	0.801282051	0	0	21.95512821	0	0.801282051	21.95512821	1.129426129	#VALUE!
9/18/2006	0	1.602564103			28.52564103		1.602564103	28.52564103	0.427350427	Moderate
9/19/2006	0	0			11.96581197		0	11.96581197	0.56980057	Low
9/20/2006	0	0.732600733			12.08791209		0.732600733	12.08791209	0.732600733	Low
9/21/2006	0	0.27972028			3.916083916		0.27972028	3.916083916	1.398601399	Low
9/22/2006	0	0.375234522			2.626641651		0.375234522	2.626641651	0.750469043	Low
9/23/2006	0	0.187617261	0	0	3.853459814	0	0.187617261	3.853459814	0.662797426	#VALUE!
9/24/2006	0	0.187617261	0	0	3.853459814	0	0.187617261	3.853459814	0.662797426	#VALUE!
9/25/2006	0	0			5.080277977		0	5.080277977	0.575125809	Low
9/26/2006	0	0			16.38361638		0	16.38361638	0.799200799	Moderate
9/27/2006	0	0.375234522			9.756097561		0.375234522	9.756097561	0.750469043	Moderate
9/28/2006	0	0			5.874125874		0	5.874125874	0	Low
9/29/2006	0	0			3.752345216		0	3.752345216	1.125703565	Low
9/30/2006	0	0	0	0	3.521068592	0	0	3.521068592	0.853127544	#VALUE!
10/1/2006	0	0	0	0	3.521068592	0	0	3.521068592	0.853127544	#VALUE!
10/2/2006	0	0			3.289791969		0	3.289791969	0.580551524	Low
10/3/2006	0	0.466200466			4.662004662		0.466200466	4.662004662	0.932400932	Low
10/4/2006	0	0			0.641025641		0	0.641025641	0.641025641	Moderate
10/5/2006	0	0			1.424501425		0	1.424501425	0.854700855	Moderate
10/6/2006	0	0.366300366			1.831501832		0.366300366	1.831501832	1.831501832	Moderate
10/7/2006	0	0.183150183	0	0	2.251221001	0	0.183150183	2.251221001	1.236263736	#VALUE!
10/8/2006	0	0.183150183	0	0	2.251221001	0	0.183150183	2.251221001	1.236263736	#VALUE!
10/9/2006	0	0			2.670940171		0	2.670940171	0.641025641	Moderate
10/10/2006	0	0			0.320512821		0	0.320512821	0	Low
10/11/2006	0	0			0		0	0	0	Low
10/12/2006	0	0			0.641025641		0	0.641025641	0	Low
10/13/2006	0	0			0		0	0	0	Low
10/14/2006	0	0	0	0	0.747863248	0	0	0.747863248	0	#VALUE!
10/15/2006	0	0	0	0	0.747863248	0	0	0.747863248	0	#VALUE!
10/16/2006	0	0			1.495726496		0	1.495726496	0	Moderate
10/17/2006	0	0			0.641025641		0	0.641025641	0	Low
10/18/2006	0	0			0		0	0	0	Low
10/19/2006	0	0			0		0	0	0	Low
10/20/2006	0	0			0		0	0	0	Low
10/21/2006	2.25	0	0	0	0	0	0	0	1.014957265	#VALUE!
10/22/2006	2.25	0	0	0	0	0	0	0	1.014957265	#VALUE!
4/2/2007	4.5	0			0		0	0	2.02991453	Moderate
4/3/2007	3.205128205	0			0		0	0	1.923076923	Low
4/4/2007	0	0			0		0	0	0	Low
4/5/2007	0	0			0		0	0	0.641025641	Low
4/6/2007	4.487179487	0			0		0	0	2.243589744	Low
4/7/2007	16.38080388	0	0	0	0	0	0	0	3.824497574	#VALUE!
4/8/2007	16.38080388	0	0	0	0	0	0	0	3.824497574	#VALUE!
4/9/2007	16.38080388	0	0	0	0	0	0	0	3.824497574	#VALUE!
4/10/2007	28.27442827	0			0		0	0	5.405405405	Moderate
4/11/2007	8.502024292	0			0		0	0	0.809716599	Low
4/12/2007	5.448717949	0			0		0	0	2.243589744	Low
4/13/2007	24.35897436	0			0		0	0	1.282051282	Low
4/14/2007	567.4794872	0	0	0	0	0	0	0	6.341025641	#VALUE!
4/15/2007	567.4794872	0	0	0	0	0	0	0	6.341025641	#VALUE!
4/16/2007	1110.6	0			0		0	0	11.4	moderate
4/17/2007	266	0			0		0	0	1.6	low
4/18/2007	68.3	0			0		0	0	1.282051282	moderate
4/19/2007	92.9	0			0		0	0	1.3	low
4/20/2007	79.2	0			0		0	0	1	low
4/21/2007	48.78803419	0	0	0	0	0	0	0	0.820512821	#VALUE!
4/22/2007	48.78803419	0	0	0	0	0	0	0	0.820512821	#VALUE!
4/23/2007	18.37606838	0			0		0	0	0.641025641	low
4/24/2007	473.7179487	0			0		0	0	1.602564103	moderate
4/25/2007	417.3076923	0			0		0	0	1.282051282	low
